,key,label,description,parent_category,meta_label,ld
15,16,Annulment of citizenship,"A determination by a public authority that a past acquisition of citizenship is null and void because it is established ex post that conditions required for the acquisition were in fact not met at the time of application or declaration by the person in question or at the time of decision by the responsible authority (whichever is applicable). As a result of this decision, the person is retrospectively deemed never to have been a citizen. Nullification may be a response to fraud by the person concerned, but also to an error committed by the public authority. Nullification can have a retroactive effect (ex tunc) or effect from the time of the decision (ex nunc).",,GLOBALCIT-GLO,"Annulment of citizenship - A determination by a public authority that a past acquisition of citizenship is null and void because it is established ex post that conditions required for the acquisition were in fact not met at the time of application or declaration by the person in question or at the time of decision by the responsible authority (whichever is applicable). As a result of this decision, the person is retrospectively deemed never to have been a citizen. Nullification may be a response to fraud by the person concerned, but also to an error committed by the public authority. Nullification can have a retroactive effect (ex tunc) or effect from the time of the decision (ex nunc)."
16,17,Assimilated representation (of non-resident voters),A system of representation of non-resident voters that merges their votes with those cast in domestic electoral constituencies and does not represent the former through reserved seats.,,GLOBALCIT-GLO,Assimilated representation (of non-resident voters) - A system of representation of non-resident voters that merges their votes with those cast in domestic electoral constituencies and does not represent the former through reserved seats.
17,18,Attribution of citizenship,"Acquisition of citizenship without involving the consent or an expression of will by the person concerned, including automatic acquisition at birth or after birth and non-automatic acquisition based on a decision by public authorities.",,GLOBALCIT-GLO,"Attribution of citizenship - Acquisition of citizenship without involving the consent or an expression of will by the person concerned, including automatic acquisition at birth or after birth and non-automatic acquisition based on a decision by public authorities."
18,19,Automatic acquisition of citizenship,"Ex lege acquisition of citizenship, i.e. acquisition of citizenship by an act of law that does not require some form of expression of intent by the person concerned or his or her legal representative in order to acquire citizenship.",,GLOBALCIT-GLO,"Automatic acquisition of citizenship - Ex lege acquisition of citizenship, i.e. acquisition of citizenship by an act of law that does not require some form of expression of intent by the person concerned or his or her legal representative in order to acquire citizenship."
19,20,Automatic loss of citizenship,"Ex lege loss of citizenship, i.e. by an act of law that requires neither explicit expression of intent (application, declaration, making use of an option or similar modalities) by the person or his or her legal representative to renounce citizenship, nor a decision by a public authority.",,GLOBALCIT-GLO,"Automatic loss of citizenship - Ex lege loss of citizenship, i.e. by an act of law that requires neither explicit expression of intent (application, declaration, making use of an option or similar modalities) by the person or his or her legal representative to renounce citizenship, nor a decision by a public authority."
20,21,Automatic registration,Voter registration system in which eligible voters are automatically registered in the electoral register without having to apply.,,GLOBALCIT-GLO,Automatic registration - Voter registration system in which eligible voters are automatically registered in the electoral register without having to apply.
21,22,Birthright citizenship,"Acquisition of citizenship that depends only on facts at the time of the person's birth, in particular the country of birth and/or the citizenship and/or residence status of one or both of the parents or ancestors.",,GLOBALCIT-GLO,"Birthright citizenship - Acquisition of citizenship that depends only on facts at the time of the person's birth, in particular the country of birth and/or the citizenship and/or residence status of one or both of the parents or ancestors."
22,23,Candidacy rights,"The right to stand as a candidate (or simply, 'the right to stand') in an election.",,GLOBALCIT-GLO,"Candidacy rights - The right to stand as a candidate (or simply, 'the right to stand') in an election."
23,24,Citizenship,"A legal status and relation between an individual and a state or other territorial polity (such as the European Union, a federal province, or only partially recognised states) that entails specific legal rights and duties. Citizenship of a state is generally used as a synonym for nationality (see: nationality). Where citizenship is used in a meaning that is different from nationality it refers to the legal rights and duties of individuals attached to nationality under domestic law. In some national laws, citizenship has a more specific meaning and refers to rights and duties that can only be exercised by nationals after the age of majority (such as voting rights) or to rights and duties that nationals can only exercise in the national territory.",,GLOBALCIT-GLO,"Citizenship - A legal status and relation between an individual and a state or other territorial polity (such as the European Union, a federal province, or only partially recognised states) that entails specific legal rights and duties. Citizenship of a state is generally used as a synonym for nationality (see: nationality). Where citizenship is used in a meaning that is different from nationality it refers to the legal rights and duties of individuals attached to nationality under domestic law. In some national laws, citizenship has a more specific meaning and refers to rights and duties that can only be exercised by nationals after the age of majority (such as voting rights) or to rights and duties that nationals can only exercise in the national territory."
24,25,Citizenship ceremony,"Meeting organised by public authorities where newly naturalised persons are individually or collectively welcomed as new citizens of a state, which may include a sworn oath or pledge of loyalty.",,GLOBALCIT-GLO,"Citizenship ceremony - Meeting organised by public authorities where newly naturalised persons are individually or collectively welcomed as new citizens of a state, which may include a sworn oath or pledge of loyalty."
25,26,Citizenship interview,An administrative procedure in which an official conducts an oral interview with persons applying for citizenship.,,GLOBALCIT-GLO,Citizenship interview - An administrative procedure in which an official conducts an oral interview with persons applying for citizenship.
26,27,Citizenship law,Law regulating the acquisition and loss of the legal status of citizenship.,,GLOBALCIT-GLO,Citizenship law - Law regulating the acquisition and loss of the legal status of citizenship.
